condition,trial,host_write_us,host_recv_us,dev_rise_us,n_events,overflow
load,4317,91663943.874,91669767.309,92678172,1,false
load,4318,91684932.523,91687776.139,92699140,1,false
load,4319,91705926.752,91708779.531,92720116,1,false
load,4320,91726930.069,91729765.759,92741100,1,false
load,4321,91747920.617,91753775.436,92762068,1,false
load,4322,91768928.186,91773777.139,92783052,1,false
load,4323,91789933.170,91794778.296,92804032,1,false
load,4324,91810930.268,91814779.608,92825020,1,false
load,4325,91831938.906,91835775.290,92846004,1,false
load,4326,91852926.391,91855776.958,92866968,1,false
load,4327,91873938.049,91876778.129,92887956,1,false
load,4328,91894939.414,91896778.344,92908940,1,false
load,4329,91915929.214,91921784.086,92929908,1,false
load,4330,91936930.822,91941779.320,92950896,1,false
load,4331,91957941.694,91962774.937,92971880,1,false
load,4332,91978923.708,91982776.124,92992840,1,false
load,4333,91999931.216,92003776.206,93013836,1,false
load,4334,92020929.525,92023775.832,93034812,1,false
load,4335,92041931.685,92043777.616,93055792,1,false
load,4336,92062931.618,92064777.165,93076772,1,false
load,4337,92083937.017,92089785.575,93097756,1,false
load,4338,92104935.151,92109785.061,93118736,1,false
load,4339,92125942.441,92129839.607,93139720,1,false
load,4340,92146999.397,92150303.038,93160756,1,false
load,4341,92167453.543,92170782.640,93181192,1,false
load,4342,92187939.940,92191283.328,93201660,1,false
load,4343,92208426.626,92211739.858,93222128,1,false
load,4344,92228849.317,92232204.870,93242520,1,false
load,4345,92249357.633,92252735.336,93263012,1,false
load,4346,92269801.181,92273168.355,93283436,1,false
load,4347,92290342.388,92293645.755,93303956,1,false
load,4348,92310797.909,92314143.592,93324396,1,false
load,4349,92331300.401,92335771.066,93344876,1,false
load,4350,92351930.704,92355940.498,93365484,1,false
load,4351,92372092.852,92375560.542,93385624,1,false
load,4352,92392717.101,92396040.629,93406236,1,false
load,4353,92413195.110,92416529.791,93426692,1,false
load,4354,92433716.433,92436986.602,93447196,1,false
load,4355,92454170.057,92457468.628,93467624,1,false
load,4356,92474630.648,92477985.226,93488104,1,false
load,4357,92495139.808,92498441.446,93508560,1,false
load,4358,92515613.353,92519267.485,93529072,1,false
load,4359,92536424.428,92539779.126,93549800,1,false
load,4360,92556932.491,92560781.567,93570288,1,false
load,4361,92577935.797,92580351.956,93591268,1,false
load,4362,92598517.601,92600839.351,93611836,1,false
load,4363,92618796.875,92621774.643,93632096,1,false
load,4364,92638929.977,92644135.380,93652208,1,false
load,4365,92659287.951,92662297.986,93672552,1,false
load,4366,92679437.458,92682734.825,93692672,1,false
load,4367,92699903.911,92703778.702,93713120,1,false
load,4368,92719934.122,92723726.543,93733132,1,false
load,4369,92740851.991,92744170.455,93754032,1,false
load,4370,92761295.089,92764737.174,93774452,1,false
load,4371,92781861.475,92785160.844,93795000,1,false
load,4372,92802321.013,92805645.214,93815440,1,false
load,4373,92822793.284,92826111.139,93835892,1,false
load,4374,92843218.971,92846600.167,93856296,1,false
load,4375,92863716.144,92867042.654,93876772,1,false
load,4376,92884212.835,92887527.920,93897252,1,false
load,4377,92904639.626,92907985.744,93917680,1,false
load,4378,92925140.859,92928487.335,93938140,1,false
load,4379,92945640.169,92949018.863,93958644,1,false
load,4380,92966166.631,92969792.141,93979128,1,false
load,4381,92986949.829,92990781.134,93999884,1,false
load,4382,93007947.437,93013773.852,94020864,1,false
load,4383,93028924.312,93031781.879,94041816,1,false
load,4384,93049937.539,93051783.769,94062808,1,false
load,4385,93070942.621,93076107.072,94083800,1,false
load,4386,93091445.298,93096775.208,94104280,1,false
load,4387,93111929.877,93116864.534,94124744,1,false
load,4388,93131970.636,93134768.212,94144768,1,false
load,4389,93152917.702,93157845.392,94165688,1,false
load,4390,93172954.056,93176767.268,94185708,1,false
load,4391,93193871.997,93198773.282,94206608,1,false
load,4392,93214100.892,93215191.695,94226816,1,false
load,4393,93234318.196,93235736.503,94247016,1,false
load,4394,93254861.073,93264334.535,94267540,1,false
load,4395,93275501.851,93277769.147,94288156,1,false
load,4396,93295925.223,93297110.837,94308560,1,false
load,4397,93316273.323,93317603.971,94328892,1,false
load,4398,93336779.292,93338775.938,94349364,1,false
load,4399,93356945.984,93358680.194,94369520,1,false
load,4400,93377799.811,93379770.891,94390356,1,false
load,4401,93397932.918,93399771.207,94410472,1,false
load,4402,93418932.524,93420779.948,94431448,1,false
load,4403,93439943.222,93444564.720,94452440,1,false
load,4404,93460741.843,93465359.502,94473224,1,false
load,4405,93481515.351,93485753.429,94493968,1,false
load,4406,93501876.233,93506768.775,94514312,1,false
load,4407,93522938.147,93528771.394,94535348,1,false
load,4408,93543940.213,93549771.635,94556332,1,false
load,4409,93564929.899,93567771.692,94577308,1,false
load,4410,93585936.226,93588770.639,94598284,1,false
load,4411,93606924.341,93608951.860,94619256,1,false
load,4412,93627056.069,93629951.144,94639372,1,false
load,4413,93648080.646,93652776.327,94660376,1,false
load,4414,93668939.530,93675773.651,94681216,1,false
load,4415,93689688.892,93694709.665,94701936,1,false
load,4416,93709864.918,93714873.858,94722092,1,false
load,4417,93730026.166,93731249.985,94742240,1,false
load,4418,93751599.562,93755879.299,94763860,1,false
load,4419,93772015.039,93776335.987,94784192,1,false
load,4420,93792446.225,93797789.659,94804596,1,false
load,4421,93812945.908,93817994.238,94825080,1,false
load,4422,93833146.362,93838772.761,94845260,1,false
load,4423,93853932.876,93860765.852,94866028,1,false
load,4424,93874875.174,93878731.703,94886952,1,false
load,4425,93895869.624,93899205.445,94907920,1,false
load,4426,93916329.287,93919722.398,94928364,1,false
load,4427,93937016.142,93940165.119,94949020,1,false
load,4428,93957300.614,93960626.587,94969288,1,false
load,4429,93977794.433,93983763.978,94989764,1,false
load,4430,93997916.596,94001590.378,95009868,1,false
load,4431,94018702.787,94022080.455,95030636,1,false
load,4432,94039237.962,94042546.620,95051144,1,false
load,4433,94059661.708,94063021.826,95071556,1,false
load,4434,94080156.525,94083516.509,95092028,1,false
load,4435,94100651.050,94103983.873,95112512,1,false
load,4436,94121137.065,94124471.822,95132968,1,false
load,4437,94141624.837,94144952.700,95153476,1,false
load,4438,94162085.151,94165418.756,95173872,1,false
load,4439,94182574.938,94185900.659,95194348,1,false
load,4440,94203006.888,94206369.705,95214756,1,false
load,4441,94223512.409,94226869.576,95235244,1,false
load,4442,94244014.146,94247370.822,95255724,1,false
load,4443,94264545.863,94268799.801,95276236,1,false
load,4444,94284971.325,94288311.505,95296644,1,false
load,4445,94305547.412,94308789.768,95317200,1,false
load,4446,94325925.630,94329820.273,95337556,1,false
load,4447,94346950.291,94349791.740,95358564,1,false
load,4448,94367950.800,94370764.412,95379544,1,false
load,4449,94388926.510,94390787.114,95400496,1,false
load,4450,94409941.737,94411778.450,95421496,1,false
load,4451,94430934.958,94435781.613,95442464,1,false
load,4452,94451932.759,94456779.716,95463444,1,false
load,4453,94472934.950,94477768.817,95484420,1,false
load,4454,94493866.045,94497778.676,95505336,1,false
load,4455,94514930.801,94517784.606,95526380,1,false
load,4456,94535940.204,94538781.343,95547372,1,false
load,4457,94556932.850,94558784.306,95568340,1,false
load,4458,94577940.117,94579782.340,95589324,1,false
load,4459,94598937.353,94603733.870,95610308,1,false
load,4460,94619852.299,94624152.556,95631200,1,false
load,4461,94640308.959,94644627.950,95651628,1,false
load,4462,94660785.457,94665128.306,95672092,1,false
load,4463,94681284.929,94685595.306,95692576,1,false
load,4464,94701744.976,94706076.579,95713008,1,false
load,4465,94722233.558,94726554.281,95733476,1,false
load,4466,94742714.575,94747032.060,95753940,1,false
load,4467,94763186.454,94767513.206,95774400,1,false
load,4468,94783691.214,94787993.056,95794880,1,false
load,4469,94804151.556,94808481.308,95815316,1,false
load,4470,94824628.366,94828933.678,95835804,1,false
load,4471,94851843.075,94853783.451,95862960,1,false
load,4472,94871890.576,94874034.609,95882984,1,false
load,4473,94892185.850,94894970.205,95903260,1,false
load,4474,94913131.862,94914963.063,95924188,1,false
load,4475,94934109.149,94935456.732,95945144,1,false
load,4476,94954619.452,94955945.830,95965688,1,false
load,4477,94975093.226,94976388.230,95986088,1,false
load,4478,94995535.968,94996887.977,96006516,1,false
load,4479,95016037.707,95017375.310,96026992,1,false
load,4480,95036532.779,95037848.353,96047468,1,false
load,4481,95056999.479,95058322.975,96067912,1,false
load,4482,95077472.128,95078812.911,96088368,1,false
load,4483,95097967.832,95099289.202,96108848,1,false
load,4484,95118440.873,95119749.658,96129300,1,false
load,4485,95139008.499,95140232.506,96149844,1,false
load,4486,95159391.618,95160723.428,96170216,1,false
load,4487,95179847.409,95181201.177,96190648,1,false
load,4488,95200352.106,95201721.752,96211128,1,false
load,4489,95220870.391,95222141.774,96231608,1,false
load,4490,95241307.681,95242639.175,96252048,1,false
load,4491,95261796.900,95263120.771,96272512,1,false
load,4492,95282274.342,95283595.301,96292972,1,false
load,4493,95302753.237,95304073.725,96313428,1,false
load,4494,95323250.671,95324542.107,96333892,1,false
load,4495,95343704.171,95345030.782,96354344,1,false
load,4496,95364158.728,95365540.716,96374780,1,false
load,4497,95384662.694,95385976.385,96395268,1,false
load,4498,95405090.585,95406470.199,96415676,1,false
load,4499,95425594.777,95426937.015,96436220,1,false
load,4500,95453126.630,95456791.973,96463656,1,false
load,4501,95473941.172,95476115.522,96484448,1,false
load,4502,95494263.408,95496590.818,96504756,1,false
load,4503,95514742.670,95517075.747,96525212,1,false
load,4504,95535222.476,95537543.637,96545676,1,false
load,4505,95555695.980,95557988.211,96566132,1,false
load,4506,95575923.631,95578495.586,96586332,1,false
load,4507,95596652.227,95598989.239,96607056,1,false
load,4508,95617136.771,95619458.987,96627508,1,false
load,4509,95637611.041,95639933.846,96648016,1,false
load,4510,95658092.905,95660417.981,96668428,1,false
load,4511,95678564.212,95680894.446,96688892,1,false
load,4512,95699050.716,95701362.817,96709344,1,false
load,4513,95724802.946,95726794.027,96735072,1,false
load,4514,95744957.071,95746799.837,96755204,1,false
load,4515,95765953.330,95771779.451,96776176,1,false
load,4516,95786942.671,95791777.728,96797152,1,false
load,4517,95807929.777,95812779.139,96818116,1,false
load,4518,95828935.220,95832777.036,96839096,1,false
load,4519,95849931.904,95853780.427,96860080,1,false
load,4520,95870937.759,95873779.058,96881068,1,false
load,4521,95891958.720,95894807.624,96902060,1,false
load,4522,95912948.151,95914779.254,96923028,1,false
load,4523,95934009.299,95939785.750,96944076,1,false
load,4524,95954954.363,95959427.309,96964996,1,false
load,4525,95975534.601,95980778.479,96985564,1,false
load,4526,95995927.495,96000775.352,97005932,1,false
load,4527,96016936.729,96021779.399,97026924,1,false
load,4528,96037928.240,96041776.569,97047892,1,false
load,4529,96058933.554,96062776.303,97068876,1,false
load,4530,96079928.065,96082775.121,97089848,1,false
load,4531,96100932.549,96102774.076,97110836,1,false
load,4532,96121924.458,96123774.143,97131804,1,false
load,4533,96142941.072,96149767.356,97152800,1,false
load,4534,96163918.535,96168625.208,97173756,1,false
load,4535,96184781.935,96188790.361,97194600,1,false
load,4536,96204939.925,96209776.914,97214744,1,false
load,4537,96225931.132,96229776.555,97235712,1,false
load,4538,96246926.535,96250776.665,97256688,1,false
load,4539,96267929.782,96270776.981,97277668,1,false
load,4540,96288930.711,96291776.713,97298648,1,false
load,4541,96309931.343,96311778.520,97319628,1,false
load,4542,96330933.440,96332450.093,97340612,1,false
load,4543,96351766.247,96357765.653,97361404,1,false
load,4544,96371921.826,96373777.221,97381560,1,false
load,4545,96392928.866,96399768.263,97402552,1,false
load,4546,96413890.488,96418799.819,97423484,1,false
load,4547,96433912.692,96438773.806,97443492,1,false
load,4548,96454927.196,96459095.408,97464480,1,false
load,4549,96475704.912,96479599.547,97485236,1,false
load,4550,96496752.844,96500160.292,97506268,1,false
load,4551,96517386.297,96520545.740,97526880,1,false
load,4552,96537702.562,96541026.839,97547172,1,false
load,4553,96558253.855,96561522.130,97567712,1,false
load,4554,96578677.335,96581960.223,97588108,1,false
load,4555,96599111.074,96602462.983,97608528,1,false
load,4556,96619617.467,96622956.390,97629056,1,false
load,4557,96640111.712,96643429.566,97649488,1,false
load,4558,96664209.287,96667987.919,97673564,1,false
load,4559,96685142.766,96688473.871,97694472,1,false
load,4560,96705633.576,96708935.207,97714968,1,false
load,4561,96726094.202,96729404.204,97735392,1,false
load,4562,96746525.704,96749883.914,97755804,1,false
load,4563,96767087.982,96770393.079,97776336,1,false
load,4564,96787518.968,96790848.886,97796752,1,false
load,4565,96808246.507,96811333.019,97817460,1,false
load,4566,96828456.608,96831811.214,97837652,1,false
load,4567,96848941.591,96852285.193,97858116,1,false
load,4568,96869449.397,96872767.222,97878600,1,false
load,4569,96890440.142,96893238.545,97899572,1,false
load,4570,96911394.125,96913715.370,97920500,1,false
load,4571,96931867.571,96934793.473,97940956,1,false
load,4572,96951912.946,96954771.708,97960984,1,false
load,4573,96972926.890,96975769.186,97981980,1,false
load,4574,96993920.984,96995772.066,98002956,1,false
load,4575,97014935.497,97016140.366,98023948,1,false
load,4576,97035294.246,97036774.701,98044280,1,false
load,4577,97055934.342,97057770.432,98064900,1,false
load,4578,97076930.178,97081770.207,98085884,1,false
load,4579,97097929.723,97102770.827,98106856,1,false
load,4580,97118926.629,97122770.727,98127836,1,false
load,4581,97139936.219,97143770.968,98148820,1,false
load,4582,97160936.861,97163774.433,98169800,1,false
load,4583,97181958.500,97184771.311,98190808,1,false
load,4584,97202923.326,97204768.698,98211756,1,false
load,4585,97223931.489,97225769.851,98232744,1,false
load,4586,97244920.339,97249771.951,98253700,1,false
load,4587,97265931.296,97270783.928,98274696,1,false
load,4588,97286944.347,97290773.928,98295688,1,false
load,4589,97307958.443,97311784.529,98316684,1,false
load,4590,97328952.200,97331802.994,98337652,1,false
load,4591,97349950.680,97352789.331,98358636,1,false
load,4592,97370945.087,97372791.797,98379612,1,false
load,4593,97391963.574,97397777.684,98400600,1,false
load,4594,97412945.954,97417820.452,98421564,1,false
load,4595,97433953.265,97438782.383,98442552,1,false
load,4596,97454943.996,97458775.894,98463520,1,false
load,4597,97475929.835,97479809.051,98484488,1,false
load,4598,97496950.440,97499774.625,98505484,1,false
load,4599,97517926.972,97522764.784,98526452,1,false
load,4600,97538939.098,97540774.604,98547444,1,false
load,4601,97559923.028,97565807.927,98568404,1,false
load,4602,97580932.842,97585775.633,98589392,1,false
load,4603,97601926.013,97606784.888,98610364,1,false
load,4604,97622934.109,97626779.554,98631348,1,false
load,4605,97643936.654,97647786.560,98652332,1,false
load,4606,97664938.537,97667775.655,98673312,1,false
load,4607,97685926.505,97688779.891,98694284,1,false
load,4608,97706930.252,97709767.672,98715264,1,false
load,4609,97727940.704,97733319.649,98736252,1,false
load,4610,97748447.804,97754767.216,98756748,1,false
load,4611,97768920.345,97774781.335,98777200,1,false
load,4612,97789938.923,97794778.782,98798196,1,false
load,4613,97810932.184,97817763.948,98819168,1,false
load,4614,97831866.409,97835776.844,98840080,1,false
load,4615,97851865.702,97856781.813,98860064,1,false
load,4616,97872946.955,97877765.073,98881116,1,false
load,4617,97893973.982,97896776.246,98902124,1,false
load,4618,97914924.082,97917773.646,98923060,1,false
load,4619,97935921.272,97937736.926,98944032,1,false
load,4620,97956886.045,97958155.865,98964964,1,false
load,4621,97977320.161,97978635.626,98985392,1,false
load,4622,97997799.803,97999138.793,99005852,1,false
load,4623,98018295.729,98019586.994,99026324,1,false
load,4624,98038744.562,98040095.296,99046756,1,false
load,4625,98059257.078,98060805.131,99067252,1,false
load,4626,98079955.512,98081030.533,99087928,1,false
load,4627,98100186.659,98101514.914,99108144,1,false
load,4628,98120669.910,98121986.090,99128600,1,false
load,4629,98141168.750,98142462.249,99149080,1,false
load,4630,98161618.151,98162966.372,99169548,1,false
load,4631,98182124.677,98183435.401,99190000,1,false
load,4632,98202592.634,98203936.821,99210508,1,false
load,4633,98223162.962,98224371.680,99230996,1,false
load,4634,98243526.727,98244898.118,99251336,1,false
load,4635,98264051.019,98265359.617,99271844,1,false
load,4636,98284538.106,98285846.083,99292312,1,false
load,4637,98305004.941,98306328.686,99312760,1,false
load,4638,98325501.007,98326799.265,99333232,1,false
load,4639,98345957.903,98347276.988,99353672,1,false
load,4640,98366488.948,98367756.122,99374180,1,false
load,4641,98386934.615,98388773.090,99394612,1,false
load,4642,98407933.518,98412779.495,99415580,1,false
load,4643,98428937.502,98433789.340,99436568,1,false
load,4644,98449981.450,98453790.269,99457596,1,false
load,4645,98470928.075,98474784.239,99478516,1,false
load,4646,98491072.556,98494962.284,99498644,1,false
load,4647,98512093.319,98515778.425,99519644,1,false
load,4648,98532937.733,98537771.285,99540468,1,false
load,4649,98553942.678,98556780.146,99561456,1,false
load,4650,98574936.031,98576780.841,99582428,1,false
load,4651,98595933.569,98597777.737,99603404,1,false
load,4652,98616932.717,98621774.701,99624384,1,false
load,4653,98637927.574,98642788.594,99645360,1,false
load,4654,98658942.477,98663767.552,99666348,1,false
load,4655,98679920.891,98683776.852,99687312,1,false
load,4656,98700927.074,98703780.397,99708296,1,false
load,4657,98721934.813,98726767.069,99729280,1,false
load,4658,98742918.584,98744779.221,99750248,1,false
load,4659,98763937.838,98765787.711,99771244,1,false
load,4660,98784941.618,98789785.625,99792228,1,false
load,4661,98805943.240,98810782.331,99813208,1,false
load,4662,98826937.937,98831766.305,99834184,1,false
load,4663,98847867.623,98851778.201,99855088,1,false
load,4664,98868929.964,98871779.118,99876128,1,false
load,4665,98889934.746,98894767.751,99897116,1,false
load,4666,98910924.920,98912777.183,99918088,1,false
load,4667,98931928.997,98933786.485,99939072,1,false
load,4668,98952941.742,98957784.759,99960064,1,false
load,4669,98973919.175,98978036.932,99981016,1,false
load,4670,98994199.556,98998503.092,100001284,1,false
load,4671,99014656.946,99018980.970,100021716,1,false
load,4672,99035136.011,99039452.461,100042176,1,false
load,4673,99060929.888,99064888.329,100067944,1,false
load,4674,99081013.900,99084543.821,100088012,1,false
load,4675,99101699.905,99105011.190,100108680,1,false
load,4676,99122168.474,99125470.291,100129128,1,false
load,4677,99142696.617,99145976.947,100149632,1,false
load,4678,99163124.559,99166421.801,100170036,1,false
load,4679,99183570.233,99186904.733,100190468,1,false
load,4680,99204060.989,99207402.630,100210940,1,false
load,4681,99224565.522,99227885.549,100231424,1,false
load,4682,99245135.583,99248372.712,100251968,1,false
load,4683,99265527.296,99268838.125,100272344,1,false
load,4684,99285999.703,99289283.655,100292796,1,false
load,4685,99306444.838,99309776.060,100313220,1,false
load,4686,99327283.377,99330274.603,100334036,1,false
load,4687,99347436.073,99350798.364,100354164,1,false
load,4688,99367951.624,99371235.398,100374668,1,false
load,4689,99388391.556,99391719.102,100395092,1,false
load,4690,99408859.585,99412193.540,100415532,1,false
load,4691,99429351.483,99432727.890,100436012,1,false
load,4692,99449877.166,99453147.941,100456508,1,false
load,4693,99470303.380,99473618.439,100476920,1,false
load,4694,99490774.881,99494111.069,100497368,1,false
load,4695,99511310.599,99514584.710,100517896,1,false
load,4696,99531752.014,99535067.150,100538312,1,false
load,4697,99552238.212,99555553.232,100558776,1,false
load,4698,99572705.437,99576019.287,100579224,1,false
load,4699,99593171.539,99596510.713,100599668,1,false
load,4700,99613667.218,99616974.302,100620140,1,false
load,4701,99634152.022,99637455.146,100640608,1,false
load,4702,99655870.642,99659014.208,100662308,1,false
load,4703,99676172.134,99678792.863,100682592,1,false
load,4704,99697088.963,99699777.707,100703488,1,false
load,4705,99717925.682,99719589.249,100724304,1,false
load,4706,99738742.848,99740780.757,100745096,1,false
load,4707,99758933.727,99760775.385,100765268,1,false
load,4708,99779925.532,99785772.764,100786240,1,false
load,4709,99800921.628,99807772.146,100807220,1,false
load,4710,99821925.311,99826805.392,100828200,1,false
load,4711,99842951.884,99846780.081,100849208,1,false
load,4712,99863936.119,99867795.211,100870168,1,false
load,4713,99884942.714,99887775.843,100891160,1,false
load,4714,99905929.096,99908777.878,100912124,1,false
load,4715,99926930.750,99929769.377,100933100,1,false
load,4716,99947928.305,99953777.750,100954080,1,false
load,4717,99968942.328,99973812.856,100975076,1,false
load,4718,99989947.023,99995768.060,100996060,1,false
load,4719,100010868.609,100014296.128,101016960,1,false
load,4720,100031456.192,100034776.097,101037528,1,false
load,4721,100051930.359,100055233.641,101057984,1,false
load,4722,100072394.290,100075708.280,101078424,1,false
load,4723,100092865.661,100096198.169,101098880,1,false
load,4724,100113348.786,100116711.157,101119332,1,false
load,4725,100133850.431,100137140.096,101139824,1,false
load,4726,100154292.733,100157616.013,101160244,1,false
load,4727,100174773.930,100178108.766,101180700,1,false
load,4728,100195265.672,100198594.995,101201180,1,false
load,4729,100215747.772,100219058.515,101221632,1,false
load,4730,100236218.784,100239543.110,101242088,1,false
load,4731,100256905.187,100260069.176,101262752,1,false
load,4732,100277261.018,100280797.199,101283092,1,false
load,4733,100297943.125,100302774.830,101303756,1,false
load,4734,100318931.969,100322795.048,101324724,1,false
load,4735,100339955.040,100342360.095,101345724,1,false
load,4736,100360523.505,100363773.032,101366272,1,false
load,4737,100380931.223,100384782.889,101386660,1,false
load,4738,100401935.171,100404022.982,101407644,1,false
load,4739,100422142.826,100425769.395,101427836,1,false
load,4740,100442867.894,100444798.139,101448532,1,false
load,4741,100462897.435,100467772.062,101468552,1,false
load,4742,100483918.284,100486771.516,101489548,1,false
load,4743,100504925.875,100511781.104,101510528,1,false
load,4744,100525928.288,100531390.117,101531512,1,false
load,4745,100546502.125,100551771.112,101552068,1,false
load,4746,100566924.607,100572766.063,101572476,1,false
load,4747,100587867.979,100593771.573,101593396,1,false
load,4748,100608920.253,100613280.230,101614428,1,false
load,4749,100629424.421,100633771.475,101634908,1,false
load,4750,100649938.379,100653769.759,101655404,1,false
load,4751,100670925.161,100674772.115,101676376,1,false
load,4752,100691943.103,100695773.599,101697372,1,false
load,4753,100712930.371,100715784.176,101718332,1,false
load,4754,100733940.673,100736771.286,101739320,1,false
load,4755,100754925.158,100760767.650,101760292,1,false
load,4756,100775931.989,100781769.767,101781276,1,false
load,4757,100796925.682,100801769.470,101802248,1,false
load,4758,100817915.711,100821772.556,101823220,1,false
load,4759,100838921.064,100841769.444,101844208,1,false
load,4760,100859922.523,100862769.966,101865188,1,false
load,4761,100880923.078,100882767.672,101886164,1,false
load,4762,100901914.395,100904769.000,101907140,1,false
load,4763,100922916.049,100928598.148,101928120,1,false
load,4764,100943707.806,100949772.120,101948888,1,false
load,4765,100963918.754,100969769.419,101969080,1,false
load,4766,100984918.676,100990768.645,101990056,1,false
load,4767,101005912.948,101010454.218,102011028,1,false
load,4768,101026559.033,101030767.774,102031668,1,false
load,4769,101046912.613,101051768.449,102051992,1,false
load,4770,101067913.538,101072769.343,102072972,1,false
load,4771,101088917.094,101092770.083,102093960,1,false
load,4772,101109919.000,101113770.135,102114936,1,false
load,4773,101130916.674,101133752.507,102135916,1,false
load,4774,101151914.705,101158767.519,102156896,1,false
load,4775,101172912.918,101178774.900,102177872,1,false
load,4776,101193926.910,101199769.650,102198868,1,false
load,4777,101214917.820,101219770.544,102219832,1,false
load,4778,101235922.947,101240770.381,102240816,1,false
load,4779,101256918.295,101260770.233,102261792,1,false
load,4780,101277921.002,101281768.365,102282772,1,false
load,4781,101298912.343,101301768.793,102303756,1,false
load,4782,101319925.876,101326771.642,102324736,1,false
load,4783,101340926.667,101346771.699,102345716,1,false
load,4784,101361918.043,101367771.794,102366692,1,false
load,4785,101382919.290,101387769.778,102387668,1,false
load,4786,101403919.793,101408772.772,102408656,1,false
load,4787,101424954.287,101428774.980,102429668,1,false
load,4788,101445923.423,101449771.887,102450620,1,false
load,4789,101466919.895,101469791.159,102471588,1,false
load,4790,101487940.003,101494774.089,102492588,1,false
load,4791,101508921.863,101514769.876,102513552,1,false
load,4792,101529916.045,101534770.683,102534528,1,false
load,4793,101550925.534,101555769.931,102555512,1,false
load,4794,101571917.496,101576770.768,102576492,1,false
load,4795,101592919.089,101596768.090,102597472,1,false
load,4796,101613915.248,101616774.201,102618444,1,false
load,4797,101634924.240,101637768.860,102639436,1,false
load,4798,101655914.229,101661773.524,102660400,1,false
load,4799,101676927.379,101682467.295,102681396,1,false
load,4800,101697569.818,101702770.010,102702020,1,false
load,4801,101717920.162,101723772.282,102722348,1,false
load,4802,101738926.623,101743009.282,102743328,1,false
load,4803,101759158.735,101764773.228,102763544,1,false
load,4804,101779930.315,101783717.958,102784292,1,false
load,4805,101800856.319,101804129.674,102805204,1,false
load,4806,101821291.640,101824626.487,102825616,1,false
load,4807,101841788.513,101845082.916,102846088,1,false
load,4808,101862243.053,101865580.278,102866524,1,false
load,4809,101882741.837,101886039.674,102887008,1,false
load,4810,101903200.457,101906525.760,102907448,1,false
load,4811,101923686.540,101927000.305,102927908,1,false
load,4812,101944163.683,101947511.399,102948372,1,false
load,4813,101964711.122,101967960.895,102968900,1,false
load,4814,101985117.707,101988449.682,102989284,1,false
load,4815,102005608.617,102008915.922,103009788,1,false
load,4816,102026076.688,102029388.248,103030204,1,false
load,4817,102046548.726,102050781.954,103050664,1,false
load,4818,102066942.521,102070771.469,103071032,1,false
load,4819,102087925.368,102091772.003,103091984,1,false
load,4820,102108960.685,102111766.742,103113000,1,false
load,4821,102129915.324,102132769.846,103133940,1,false
load,4822,102150922.220,102152769.422,103154924,1,false
load,4823,102171925.139,102177770.304,103175912,1,false
load,4824,102192923.154,102197770.131,103196884,1,false
load,4825,102212936.468,102218769.090,103216880,1,false
load,4826,102233922.755,102238773.736,103237848,1,false
load,4827,102254922.178,102259729.355,103258824,1,false
load,4828,102275856.367,102279775.797,103279740,1,false
load,4829,102295877.056,102299772.681,103299740,1,false
load,4830,102316926.691,102320774.328,103320764,1,false
load,4831,102337935.748,102340769.482,103341752,1,false
load,4832,102358933.039,102361773.662,103362732,1,false
load,4833,102379930.564,102381772.852,103383708,1,false
load,4834,102400934.236,102402772.054,103404696,1,false
load,4835,102421928.702,102426712.584,103425672,1,false
load,4836,102442856.056,102447192.307,103446572,1,false
load,4837,102463352.209,102467716.506,103467052,1,false
load,4838,102483852.404,102488164.358,103487536,1,false
load,4839,102504278.710,102508771.591,103507940,1,false
load,4840,102524922.565,102529783.260,103528564,1,false
load,4841,102545940.125,102549740.212,103549560,1,false
load,4842,102566847.821,102570795.549,103570448,1,false
load,4843,102586904.750,102590780.920,103590484,1,false
load,4844,102607933.748,102611782.618,103611496,1,false
load,4845,102628958.697,102631774.058,103632472,1,false
load,4846,102649925.952,102652778.384,103653440,1,false
load,4847,102670926.674,102672778.879,103674424,1,false
load,4848,102691928.284,102697775.783,103695400,1,false
load,4849,102712926.693,102717688.982,103716384,1,false
load,4850,102733792.289,102738778.702,103737232,1,false
load,4851,102753931.693,102758778.389,103757352,1,false
load,4852,102774937.117,102779786.792,103778332,1,false
load,4853,102795939.362,102799564.672,103799312,1,false
load,4854,102816720.110,102820779.102,103820068,1,false
load,4855,102836928.805,102840775.609,103840264,1,false
load,4856,102857934.139,102861780.803,103861256,1,false
load,4857,102878930.763,102881775.623,103882224,1,false
load,4858,102899927.079,102902780.547,103903200,1,false
load,4859,102920938.850,102922779.834,103924196,1,false
load,4860,102941930.581,102947774.861,103945164,1,false
load,4861,102962932.730,102967780.213,103966148,1,false
load,4862,102983933.329,102988778.588,103987124,1,false
load,4863,103004935.357,103008777.962,104008104,1,false
load,4864,103025929.934,103029780.465,104029084,1,false
load,4865,103046933.237,103049778.987,104050064,1,false
load,4866,103067930.178,103069778.157,104071036,1,false
load,4867,103088929.381,103090775.741,104092016,1,false
load,4868,103109925.327,103115775.130,104112996,1,false
load,4869,103130926.697,103135780.207,104133976,1,false
load,4870,103151933.068,103156778.188,104154960,1,false
load,4871,103172930.528,103176780.689,104175936,1,false
load,4872,103193929.150,103196775.790,104196916,1,false
load,4873,103214929.875,103217778.322,104217896,1,false
load,4874,103235927.105,103237716.850,104238872,1,false
